id,text,labels,group,split,genre_top,subset
45523,"Track: North bank upper. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45934,Track: Melancholic Depression. Artist: Rune Martinsen. Album: Peak the Source Vol.1. Tags: rune martinsen.,Avant-Garde|Experimental|Electroacoustic,Rune Martinsen,test,Experimental,small
45941,"Track: Soul Eater Codex. Artist: Vladimír Hirsch. Album: Peak the Source Vol.1. From Czechia. Tags: czechia, vladimr hirsch, integrated music, experimental, sound art, electroacoustic, contemporary classical, industrial, avant-garde.",Avant-Garde|Experimental|Electroacoustic,Vladimír Hirsch,train,Experimental,small
46024,"Track: Beggin' Dogs. Artist: Obits. Album: Live at Caledonia Lounge 3/21/2011. From Brooklyn, NY. Tags: obits, american, sohrab habibion, alexis fleisig, rick froberg, rock, greg simpson.",Post-Punk|Rock|Garage|Punk,Obits,train,Rock,small
46043,"Track: Florence and the Machine. Artist: Ergo Phizmiz. Album: Peak the Source Vol.3. From Bridport, UK. Tags: ergo phizmiz, surrism-phonoethics.",Avant-Garde|Experimental|Electroacoustic,Ergo Phizmiz,train,Experimental,small
46058,Track: Scene From A Forest Height. Artist: The Noisettes. Album: Peak the Source Vol.3. Tags: the noisettes.,Avant-Garde|Experimental|Electroacoustic,The Noisettes,train,Experimental,small
46068,Track: 378. Artist: Catalyst Fantasy. Album: Peak the Source Vol.3. Tags: catalyst fantasy.,Avant-Garde|Experimental|Electroacoustic,Catalyst Fantasy,train,Experimental,small
46078,Track: Jogja Istimewa. Artist: Ki Jarot. Album: Jogja Istimewa. Tags: ki jarot.,Alternative Hip-Hop|Hip-Hop,Ki Jarot,train,Hip-Hop,small
46079,"Track: Bambu Runcing. Artist: Zoo. Album: Jogja Istimewa. From Yogyakarta, Indonesia. Tags: zoo.",Experimental,Zoo,train,Experimental,small
46157,Track: over and under. Artist: Antiphon. Album: fall n; rise n+1. Tags: antiphon.,Electronic,Antiphon,train,Electronic,small
46158,Track: slow motion. Artist: Earsmack. Album: fall n; rise n+1. Tags: earsmack.,Electronic,Earsmack,train,Electronic,small
46159,Track: All Tremors Cease (lokey's imminent revision). Artist: Erin Dingle. Album: fall n; rise n+1. Tags: erin dingle.,Electronic,Erin Dingle,train,Electronic,small
46160,Track: kaze no tani no naushika. Artist: Poorpot. Album: fall n; rise n+1. Tags: poorpot.,Electronic,Poorpot,train,Electronic,small
46161,"Track: Rain on umbrella. Artist: BinauralDiaries. Album: Japan by Ear. From Devon, United Kingdom. Tags: binauraldiaries.",Experimental|Field Recordings,BinauralDiaries,train,Experimental,small
46162,"Track: Ueno Bells of Time. Artist: BinauralDiaries. Album: Japan by Ear. From Devon, United Kingdom. Tags: binauraldiaries.",Experimental|Field Recordings,BinauralDiaries,train,Experimental,small
46238,"Track: chill goth alternative freak. Artist: Amil Byleckie. Album: Amil is Personal. From providence, rhode island. Tags: amil byleckie.",Experimental|Novelty,Amil Byleckie,train,Experimental,small
46241,"Track: hi, meet my meat. Artist: Amil Byleckie. Album: Amil is Personal. From providence, rhode island. Tags: amil byleckie.",Experimental|Novelty,Amil Byleckie,train,Experimental,small
46525,Track: Ballet In A Box. Artist: Doyeq. Album: Eyelashes Of Lanterns. From Russia. Tags: doyeq.,Ambient|Instrumental,Doyeq,train,Instrumental,small
46611,"Track: Island on Fire. Artist: Monster Rally. Album: Bad Panda #77. From Columbus, Ohio. Tags: monster rally.",Experimental,Monster Rally,train,Experimental,small
46711,Track: keine fernen mehr II 1. Artist: Antoine Beuger. Album: keine fernen mehr. Tags: antoine beuger.,Experimental,Antoine Beuger,train,Experimental,small
46717,Track: three lullabies 3. Artist: Eva-Maria Houben. Album: works for piano. Tags: eva-maria houben.,Experimental,Eva-Maria Houben,test,Experimental,small
46718,Track: three lullabies 1. Artist: Eva-Maria Houben. Album: works for piano. Tags: eva-maria houben.,Experimental,Eva-Maria Houben,test,Experimental,small
46720,Track: three lullabies 2. Artist: Eva-Maria Houben. Album: works for piano. Tags: eva-maria houben.,Experimental,Eva-Maria Houben,test,Experimental,small
46726,Track: Believe In Me (Reprise). Artist: 13adluck & uh-oh. Album: netBloc Vol. 32: Make Way For What Lies Ahead. Tags: 13adluck uh-oh.,Hip-Hop,13adluck & uh-oh,train,Hip-Hop,small
46732,Track: Where The Wild Things Are. Artist: Moon & Sun. Album: netBloc Vol. 32: Make Way For What Lies Ahead. Tags: moon sun.,Pop,Moon & Sun,train,Pop,small
46733,Track: Hands In. Artist: KASHKA. Album: netBloc Vol. 32: Make Way For What Lies Ahead. Tags: kashka.,Pop,KASHKA,train,Pop,small
46736,"Track: Out of Time. Artist: Palloc. Album: netBloc Vol. 32: Make Way For What Lies Ahead. From Utrecht, Netherlands. Tags: palloc.",Pop,Palloc,train,Pop,small
46839,"Track: Get up, Do Your Thing. Artist: Monk Turner. Album: Love Story. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46840,"Track: Wave a White Flag (Surrender). Artist: Monk Turner. Album: Love Story. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46841,"Track: All the Time. Artist: Monk Turner. Album: Love Story. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46842,"Track: I Can't Without You. Artist: Monk Turner. Album: Love Story. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46844,"Track: If She Gives You Her Heart. Artist: Monk Turner. Album: Love Story. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46846,"Track: Valentines Day Directions for the Lonely. Artist: Monk Turner. Album: Calendar. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46854,"Track: Halloween Night. Artist: Monk Turner. Album: Calendar. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46855,"Track: Turkey Time. Artist: Monk Turner. Album: Calendar. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46928,"Track: Living Country Song. Artist: Monk Turner. Album: Live on KXLU. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
46930,"Track: Ride my Bike. Artist: Monk Turner. Album: Live on KXLU. From Los Angeles, CA. Tags: monk turner, bedroom pop, concept album, soul, pop, concept, hip hop, rock.",Pop,Monk Turner,train,Pop,small
47032,"Track: Amazing Grace. Artist: Waylon Thornton and the Heavy Hands. Album: Bored & Alone. From Lake Butler, Florida. Tags: florida, rock n roll, punk, psychedelic, garage, waylon thornton and the heavy hands.",Punk|Rock,Waylon Thornton and the Heavy Hands,val,Rock,small
47068,"Track: A Night Of Dizzy Spells. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47069,"Track: Underclocked (underunderclocked mix). Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47070,"Track: Chibi Ninja. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47071,"Track: All of Us. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47072,"Track: Come and Find Me. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47073,"Track: Searching. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47074,"Track: We're the Resistors. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47075,"Track: Ascending. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47076,"Track: Come and Find Me - B mix. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47077,"Track: Arpanauts. Artist: Eric Skiff. Album: Resistor Anthems. From New York, New York, USA. Tags: eric skiff.",Chiptune|Chip Music|Electronic,Eric Skiff,train,Electronic,small
47100,Track: 02 Le bon dieu et les filles hippies. Artist: Manuel J Grotesk. Album: femmes fesse fesses filles film five foot française fuck fun. Tags: manuel j grotesk.,Pop|Experimental Pop,Manuel J Grotesk,val,Pop,small
47192,"Track: Intro. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47193,"Track: Cosmic Strip. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47194,"Track: Chrome Weels. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47195,"Track: Spaceman. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47196,"Track: Come on Devil. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47197,"Track: I'm Dumb. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47198,"Track: Indian Lullaby. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47199,"Track: Little Colibriy. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47200,"Track: Horror Sympony. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47201,"Track: Michalych Gas Tank. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47202,"Track: Dancing Africa. Artist: Asian Women on the Telephone. Album: Awott. From Moscow, RU. Tags: awott, awott, russia, asian women on the telephone.",Experimental,Asian Women on the Telephone,train,Experimental,small
47260,Track: Ode To A Baby Snowstorm. Artist: Ghostly Dust Machine. Album: Bad Panda #79. From Canada. Tags: ghostly dust machine.,Chill-out|House|Electronic,Ghostly Dust Machine,train,Electronic,small
47471,"Track: Weed Wolf. Artist: Elks. Album: Live on WFMU with Marty McSorley, 4/26/11. From Brooklyn, NY. Tags: elks.",Rock|Hardcore|Punk|Metal,Elks,test,Rock,small
47506,Track: Let Me Be Your Bride. Artist: Virgin of the Birds. Album: Bad Panda #80. Tags: virgin of the birds.,Folk|Singer-Songwriter,Virgin of the Birds,train,Folk,small
47510,"Track: Vacation. Artist: The Whines. Album: Hell To Play. From Portland, OR. Tags: the whines, pdx, portland.",Rock|Garage,The Whines,train,Rock,small
47526,"Track: Romantic Girl. Artist: Bare Wires. Album: Live on WFMU's Cherry Blossom Clinic with Terre T April 23 2011. From Oakland, California, USA. Tags: bare wires.",Punk|Rock|Garage|Power-Pop,Bare Wires,test,Rock,small
47628,"Track: A Promise. Artist: Clever Elsa. Album: Clever Elsa. From Rowhedge,Colchester. UK. Tags: nicky cook, chris andrews, avec noir, blah blah blah, sans blanc, croxfordandrews, clever elsa.",Psych-Folk|Folk,Clever Elsa,test,Folk,small
47657,"Track: Post. Artist: Haute Culture. Album: Chordial [LCL06]. From Bucharest, Romania. Tags: haute culture, nina simone, deep house, local records, techno, romania, arrogalla remixes dadub, electronica, haute culture.",Dubstep|Techno|House|Electronic,Haute Culture,train,Electronic,small
47658,"Track: Chordial. Artist: Haute Culture. Album: Chordial [LCL06]. From Bucharest, Romania. Tags: haute culture, nina simone, deep house, local records, techno, romania, arrogalla remixes dadub, electronica, haute culture.",Dubstep|Techno|House|Electronic,Haute Culture,train,Electronic,small
47659,"Track: Erinnerung (snippet Nina Simone). Artist: Haute Culture. Album: Chordial [LCL06]. From Bucharest, Romania. Tags: haute culture, nina simone, deep house, local records, techno, romania, arrogalla remixes dadub, electronica, haute culture.",Dubstep|Techno|House|Electronic,Haute Culture,train,Electronic,small
47660,"Track: Gladias. Artist: Haute Culture. Album: Chordial [LCL06]. From Bucharest, Romania. Tags: haute culture, nina simone, deep house, local records, techno, romania, arrogalla remixes dadub, electronica, haute culture.",Dubstep|Techno|House|Electronic,Haute Culture,train,Electronic,small
47661,Track: una vez mas. Artist: Onda bidón. Album: Una Vez Mas. Tags: onda bidon.,Folk,Onda bidón,train,Folk,small
47662,Track: alexandra. Artist: Onda bidón. Album: Una Vez Mas. Tags: onda bidon.,Folk,Onda bidón,train,Folk,small
47663,Track: me aborrezco cada vez que llego tarde. Artist: Onda bidón. Album: Una Vez Mas. Tags: onda bidon.,Folk,Onda bidón,train,Folk,small
47665,"Track: My Darling Grace. Artist: Berlinist. Album: Bad Panda #81. From Barcelona, Spain. Tags: berlinist.",Pop,Berlinist,train,Pop,small
47666,"Track: No Love Song. Artist: Berlinist. Album: Bad Panda #81. From Barcelona, Spain. Tags: berlinist.",Pop,Berlinist,train,Pop,small
47670,Track: In Jest. Artist: Shady Action. Album: Spellbound Hellhound. From Los Angeles. Tags: shady action.,Pop|Experimental Pop,Shady Action,train,Pop,small
47671,Track: The Topic of Flooding. Artist: Shady Action. Album: Spellbound Hellhound. From Los Angeles. Tags: shady action.,Pop|Experimental Pop,Shady Action,train,Pop,small
47707,Track: Comtrex. Artist: Blue Sausage Infant. Album: Confessions of a Rogue Taxidermist. From Washington DC. Tags: blue sausage infant.,Experimental|Drone,Blue Sausage Infant,train,Experimental,small
47826,"Track: Extended Piano Piece 2 (Folk). Artist: Lezet. Album: Planetarium Records FMA Intrastellar Sampler. From Pozega, Serbia. Tags: lezet, surrism-phonoethics.",Avant-Garde|Experimental,Lezet,train,Experimental,small
47835,Track: He Wears Clogs For All Time. Artist: Révolution Musicale. Album: Planetarium Records FMA Intrastellar Sampler. From France. Tags: rvolution musicale.,Pop|Experimental Pop|Synth Pop,Révolution Musicale,train,Pop,small
47865,"Track: The Wedding Party. Artist: Zachary Cale. Album: Live on WFMU's Long Rally May 2011 w/ The Rain Band. From Brooklyn, NY. Tags: zachary cale.",Folk|Singer-Songwriter,Zachary Cale,train,Folk,small
47868,"Track: All To Order. Artist: Zachary Cale. Album: Live on WFMU's Long Rally May 2011 w/ The Rain Band. From Brooklyn, NY. Tags: zachary cale.",Folk|Singer-Songwriter,Zachary Cale,train,Folk,small
47894,"Track: Palm Springs. Artist: Superhumanoids. Album: Parasite Paradise. From Los Angeles, CA. Tags: superhumanoids.",Pop,Superhumanoids,train,Pop,small
47895,"Track: Malta. Artist: Superhumanoids. Album: Parasite Paradise. From Los Angeles, CA. Tags: superhumanoids.",Pop,Superhumanoids,train,Pop,small
47896,"Track: Mirrors. Artist: Superhumanoids. Album: Parasite Paradise. From Los Angeles, CA. Tags: superhumanoids.",Pop,Superhumanoids,train,Pop,small
47897,"Track: An Island. Artist: Superhumanoids. Album: Parasite Paradise. From Los Angeles, CA. Tags: superhumanoids.",Pop,Superhumanoids,train,Pop,small
47916,Track: Plumy Tale. Artist: Dumbo Gets Mad. Album: Elephants At The Door. From Italy. Tags: dumbo gets mad.,Indie-Rock|Rock,Dumbo Gets Mad,train,Rock,small
47921,Track: Eclectic Prawn. Artist: Dumbo Gets Mad. Album: Elephants At The Door. From Italy. Tags: dumbo gets mad.,Indie-Rock|Rock,Dumbo Gets Mad,train,Rock,small
48015,Track: The Ocean. Artist: Spy Over There. Album: Artsongs: Songs Inspired By Artists & Works of Art. Tags: spy over there.,Indie-Rock|Post-Rock|Rock,Spy Over There,train,Rock,small
48042,"Track: Morning Sun. Artist: Delphine Dora. Album: A Day In Contrast. From France. Tags: experimental pop, lo-fi, psych-folk, unclassifiable, outsider, folk, piano, improvisation, free-folk, avant-garde, female vocalist.",Unclassifiable|Experimental,Delphine Dora,train,Experimental,small
48043,"Track: The Road To Unknown. Artist: Delphine Dora. Album: A Day In Contrast. From France. Tags: experimental pop, lo-fi, psych-folk, unclassifiable, outsider, folk, piano, improvisation, free-folk, avant-garde, female vocalist.",Unclassifiable|Experimental,Delphine Dora,train,Experimental,small
48044,"Track: The Violence Of The Storm. Artist: Delphine Dora. Album: A Day In Contrast. From France. Tags: experimental pop, lo-fi, psych-folk, unclassifiable, outsider, folk, piano, improvisation, free-folk, avant-garde, female vocalist.",Unclassifiable|Experimental,Delphine Dora,train,Experimental,small
48046,"Track: Meditations on Landscape. Artist: Delphine Dora. Album: A Day In Contrast. From France. Tags: experimental pop, lo-fi, psych-folk, unclassifiable, outsider, folk, piano, improvisation, free-folk, avant-garde, female vocalist.",Unclassifiable|Experimental,Delphine Dora,train,Experimental,small
48269,"Track: RReplay. Artist: .RR. Album: COMPILADO 001. From Mexico. Tags: guadalajara, estandar, mexico, rr, surrism-phonoethics.",Noise|Sound Collage|Experimental,.RR,train,Experimental,small
48293,"Track: aaf. Artist: Goto80. Album: BACKUP11 - Platine festival Compilation. Tags: chip music, goto80.",Chiptune|Chip Music|Electronic,Goto80,test,Electronic,small
48307,Track: Intrigue. Artist: Ambient Fabric. Album: Classwar Karaoke - 0014 Survey. Tags: ambient fabric.,Avant-Garde|Experimental|Electroacoustic|Field Recordings,Ambient Fabric,train,Experimental,small
48317,Track: Starling. Artist: Gurdonark. Album: Classwar Karaoke - 0014 Survey. Tags: gurdonark.,Avant-Garde|Experimental|Electroacoustic|Field Recordings,Gurdonark,val,Experimental,small
48367,"Track: What It Is Impossible Not to Know and What It Is No Longer Permissible To Believe in the United States. Artist: Cloudkicker. Album: A New Heavenly Body. From Columbus, OH. Tags: cloudkicker.",Rock|Metal,Cloudkicker,train,Rock,small
48368,"Track: A Hymn to the Projectile. Artist: Cloudkicker. Album: A New Heavenly Body. From Columbus, OH. Tags: cloudkicker.",Rock|Metal,Cloudkicker,train,Rock,small
48369,"Track: One Enemy Among Twenty-Five Million Friends. Artist: Cloudkicker. Album: A New Heavenly Body. From Columbus, OH. Tags: cloudkicker.",Rock|Metal,Cloudkicker,train,Rock,small
48437,Track: TighsFactor. Artist: Illocanblo. Album: Peony Lantern (Split EP). Tags: illocanblo.,Dubstep|Electronic,Illocanblo,train,Electronic,small
48439,Track: Panic. Artist: Bass Assassin. Album: Peony Lantern (Split EP). Tags: bass assassin.,Dubstep|Electronic,Bass Assassin,train,Electronic,small
48440,Track: BassAssassin. Artist: Bass Assassin. Album: Peony Lantern (Split EP). Tags: bass assassin.,Dubstep|Electronic,Bass Assassin,train,Electronic,small
48442,Track: 8bitDetective. Artist: Bass Assassin. Album: Peony Lantern (Split EP). Tags: bass assassin.,Dubstep|Electronic,Bass Assassin,train,Electronic,small
48443,Track: SmurfPulser. Artist: Illocanblo. Album: Peony Lantern (Split EP). Tags: illocanblo.,Dubstep|Electronic,Illocanblo,train,Electronic,small
48444,Track: au courant. Artist: AlexandreDavidGabriel. Album: la nuit t as pas peur. From alexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.com. Tags: alexandredavidgabriel.,Synth Pop|Pop,AlexandreDavidGabriel,train,Pop,small
48446,Track: pluie d'atome. Artist: AlexandreDavidGabriel. Album: la nuit t as pas peur. From alexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.com. Tags: alexandredavidgabriel.,Synth Pop|Pop,AlexandreDavidGabriel,train,Pop,small
48450,Track: 4cordes. Artist: AlexandreDavidGabriel. Album: la nuit t as pas peur. From alexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.com. Tags: alexandredavidgabriel.,Synth Pop|Pop,AlexandreDavidGabriel,train,Pop,small
48452,Track: éventé. Artist: AlexandreDavidGabriel. Album: la nuit t as pas peur. From alexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.com. Tags: alexandredavidgabriel.,Synth Pop|Pop,AlexandreDavidGabriel,train,Pop,small
48453,Track: deux dents dehors. Artist: AlexandredavidgabrielMehdi. Album: la nuit t as pas peur. Tags: alexandredavidgabrielmehdi.,Synth Pop|Pop,AlexandredavidgabrielMehdi,train,Pop,small
48454,Track: la cravatte et le ventre. Artist: AlexandreDavidGabriel. Album: la nuit t as pas peur. From alexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.com. Tags: alexandredavidgabriel.,Synth Pop|Pop,AlexandreDavidGabriel,train,Pop,small
48456,Track: nez. Artist: AlexandreDavidGabriel. Album: la nuit t as pas peur. From alexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.com. Tags: alexandredavidgabriel.,Synth Pop|Pop,AlexandreDavidGabriel,train,Pop,small
48457,Track: poitrine épaules bassin. Artist: AlexandreDavidGabriel. Album: la nuit t as pas peur. From alexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.comalexandredavidgabriel@gmail.com. Tags: alexandredavidgabriel.,Synth Pop|Pop,AlexandreDavidGabriel,train,Pop,small
48462,"Track: Awaken, Child. Artist: Sycamore Drive. Album: The Waves, The Sea. From East Kilbride, Scotland. Tags: sycamore drive, chipmusic, chip.",Chip Music|Ambient Electronic|Electronic|Chiptune|Chill-out|House,Sycamore Drive,train,Electronic,small
48463,"Track: Happiness. Artist: Sycamore Drive. Album: The Waves, The Sea. From East Kilbride, Scotland. Tags: sycamore drive, chipmusic, chip.",Chip Music|Ambient Electronic|Electronic|Chiptune|Chill-out|House,Sycamore Drive,train,Electronic,small
48464,"Track: The Waves Call Her Name. Artist: Sycamore Drive. Album: The Waves, The Sea. From East Kilbride, Scotland. Tags: sycamore drive, chipmusic, chip.",Chip Music|Ambient Electronic|Electronic|Chiptune|Chill-out|House,Sycamore Drive,train,Electronic,small
48465,"Track: Ocean Breeze. Artist: Sycamore Drive. Album: The Waves, The Sea. From East Kilbride, Scotland. Tags: sycamore drive, chipmusic, chip.",Chip Music|Ambient Electronic|Electronic|Chiptune|Chill-out|House,Sycamore Drive,train,Electronic,small
48466,"Track: Slumber. Artist: Sycamore Drive. Album: The Waves, The Sea. From East Kilbride, Scotland. Tags: sycamore drive, chipmusic, chip.",Chip Music|Ambient Electronic|Electronic|Chiptune|Chill-out|House,Sycamore Drive,train,Electronic,small
48488,Track: Mito Bekriyo. Artist: Gogofski. Album: Music of the Balkans. Tags: gogofski.,International|Balkan,Gogofski,train,International,small
48489,Track: Ay Gyorushitse. Artist: Gogofski. Album: Music of the Balkans. Tags: gogofski.,International|Balkan,Gogofski,train,International,small
48491,Track: Chuperlika. Artist: Gogofski. Album: Music of the Balkans. Tags: gogofski.,International|Balkan,Gogofski,train,International,small
48492,Track: Snoshti Te Prativ. Artist: Gogofski. Album: Music of the Balkans. Tags: gogofski.,International|Balkan,Gogofski,train,International,small
48493,Track: Chunovo. Artist: Gogofski. Album: Music of the Balkans. Tags: gogofski.,International|Balkan,Gogofski,train,International,small
48494,Track: Mostarski Duchani. Artist: Gogofski. Album: Music of the Balkans. Tags: gogofski.,International|Balkan,Gogofski,train,International,small
48763,"Track: Hive Burner. Artist: Sun Araw. Album: Live at WFMU on Talk's Cheap, June 9th 2011. From Los Angeles, CA. Tags: sun araw.",Post-Rock|Rock,Sun Araw,train,Rock,small
48808,"Track: Local Boogie. Artist: Oblivian Substanshall. Album: Oh What a Novelty!. Tags: novelty, oblivian substanshall.",Folk,Oblivian Substanshall,train,Folk,small
48815,"Track: FUN. Artist: Oblivian Substanshall. Album: Oh What a Novelty!. Tags: novelty, oblivian substanshall.",Folk,Oblivian Substanshall,train,Folk,small
48861,"Track: Skull Flower. Artist: NaDa BaBa. Album: Ambient Time Arm. From Umeå, Sweden. Tags: didgeridoo, psychedelic.",Experimental,NaDa BaBa,train,Experimental,small
48862,"Track: Thursday Morning In London (Falluja Mix). Artist: NaDa BaBa. Album: Ambient Time Arm. From Umeå, Sweden. Tags: didgeridoo, psychedelic.",Experimental,NaDa BaBa,train,Experimental,small
48863,"Track: Thunder Wave. Artist: NaDa BaBa. Album: Ambient Time Arm. From Umeå, Sweden. Tags: didgeridoo, psychedelic.",Experimental,NaDa BaBa,train,Experimental,small
48864,"Track: Visiting Brett Whiteley In Hell. Artist: NaDa BaBa. Album: Ambient Time Arm. From Umeå, Sweden. Tags: didgeridoo, psychedelic.",Experimental,NaDa BaBa,train,Experimental,small
48865,"Track: Mad To Talk. Artist: NaDa BaBa. Album: Ambient Time Arm. From Umeå, Sweden. Tags: didgeridoo, psychedelic.",Experimental,NaDa BaBa,train,Experimental,small
48931,Track: School's Out (Columbine Mix). Artist: Sweden. Album: Volume II. Tags: sweden.,Unclassifiable|Experimental,Sweden,train,Experimental,small
48990,Track: Rompuy Reggae. Artist: Les Baudouins Morts. Album: Les Encores des Baudouins Morts. From Belgium. Tags: les baudouins morts.,Punk|Rock,Les Baudouins Morts,test,Rock,small
48999,"Track: Dark Horse. Artist: The Great Wilderness. Album: Bad Panda #86. From San José, Costa Rica. Tags: the great wilderness.",Rock,The Great Wilderness,test,Rock,small
