id,text,labels,group,split,start_s,end_s
1j13NdQiw8c,"This music is instrumental. The tempo is fast with a lively keyboard harmony, steady drumming, groovy bass lines and harmonica melodic. The song is fresh, groovy, sunny, happy; vivacious and spirited. The song is a live performance outdoors as there are ambient nature sounds like the breeze,and sound of people talking.",instrumental|fast tempo|youthful|keyboard harmony,1j13NdQiw8c,,30,40
1j3pXUr8R4M,This instrumental song features a harp melody being played. There are no other instruments in this song. There are no voices in this song.. The mood of this song is dreamy. This song can be played in a dream sequence in an animated film.,no voices|instrumental,1j3pXUr8R4M,,40,50
1j4rFfU5XKQ,This song contains several drum hits and percussive instruments playing a fast paced rhythm that motivates dancing along. An e-bass is bringing the low end supporting the drums. Cuatro guitars are strumming chords as a rhythmic addition. Trumpets are playing a loud and catchy melody. Some of the musical elements are slightly panned to the left and right side of the speakers. This song may be playing at a cheerful event.,e-bass|fast tempo,1j4rFfU5XKQ,,30,40
1jATjKL2vAE,"This music is instrumental. The tempo is fast with a rhythmic guitar lead. There is minimal instrumentation and the music is an upbeat, energetic and catchy riff.",instrumental|fast tempo|acoustic guitar|energetic|spirited,1jATjKL2vAE,,10,20
1jptuEjuTig,"The low quality recording features a live performance that consists of reverberant wooden percussion over an electro song, followed by crowd talking and public announcement vocals in the background. The song consists of groovy bass, haunting synth lead, soft ""4 on the floor"" kick pattern and shimmering shakers. It sounds like it was recorded somewhere outdoors, judging by the public announcement vocal and crowd noises.",low quality|live performance|noisy|groovy bass,1jptuEjuTig,,30,40
1kYDbl5Y9Sg,This is the live performance of a Paraguayan folk music piece. There is no singer. There is a Paraguayan harp playing a vibrant yet melancholic tune. The atmosphere is heart-touching. This piece could be used in the soundtrack of a drama movie during a scene of serenity or mourning.,live performance|instrumental,1kYDbl5Y9Sg,,490,500
1l7BjFDQLUM,This is a jingle piece. There is no singer in this piece. There is an organ and a keyboard playing the main melody while bells and other percussive elements provide the rhythmic background. The atmosphere is cheerful. This piece could be used as an advertisement jingle. It could also be used at a festive event setting such as Christmas or Thanksgiving.,instrumental|cheerful,1l7BjFDQLUM,,90,100
1lgqqW5TsJk,"This song contains digital drums with a deep low kick sound, a sharp hi hat and a loud bellsound with its own rhythm. A synthesizer is playing a lead sound in the mid range before jumping up an octave after a male scratched vocal sample is being played. This song may be playing in a club.",uptempo,1lgqqW5TsJk,,30,40
1ls3ectO1F4,This song contains acoustic drums with reverb and a bassline playing to the kick. Someone is playing a slow evolving melody on a distorted e-guitar. In the background you can hear voices. This song may be playing live at a concert.,rock|acoustic drums|e-bass|e-guitar|fast tempo|amateur recording,1ls3ectO1F4,,30,40
1mB_cboJR8s,This meditation music features a male voice in a low tone chanting words in a melodic tone. There are no other instruments in this song. The mood of this song is relaxing. This song can be played in a meditation center.,slow tempo,1mB_cboJR8s,,130,140
1nUqhH8bAPk,"A country-song with guitar, acoustic drums and a almost walking bassline is playing along with a high pitched baby voice singing along to some sound effects/noise samples of some ribbon. This recording is in very poor quality. This song may be playing as a joke to pull off on someone.",acoustic guitar|e-bass,1nUqhH8bAPk,,30,40
1o7iTDLNTFk,This clip features a guitar chord being strummed in the beginning. This is followed by a male voice narrating a song. There are no other instruments in this song. There is no vocal melody in this clip.,electric guitar|male voice,1o7iTDLNTFk,,30,40
1pR0SgbqP3M,"A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements and electronic sounds. The song is upbeat, energetic, enthusiastic, youthful, vibrant, effervescent; passionate and electrifying. This song is Synth Pop.",fast tempo|passionate|keyboard harmony|youthful,1pR0SgbqP3M,,30,40
1rhsnmWLeGw,"A female vocalist sings this pleasant melody. The tempo is slow with a melodic piano accompaniment. There is minimal instrumentation with emphasis on vocals. The song is soft, mellow, soothing, calming, mellifluous, pleasant, and dreamy. This song is a love song, children’s song or a lullaby.",slow tempo|romantic|passionate,1rhsnmWLeGw,,30,40
1tNkAc29aPE,"This song is an instrumental. The tempo is medium with an upbeat electric guitar harmony. The music is minimal with no other instrument as accompaniment. It is Loud, sharp, intense, youthful and rhythmic. The vibrations of the music can be heard even after it stops playing. This music is Soft Rock.",instrumental|medium tempo|loud|youthful|loud,1tNkAc29aPE,,30,40
1uHF1-8TcEk,The clip features a choir singing a hymnal type of song. This was recorded live. There's a piano accompanying the choir. They are humming in a gentle and angelic way.,piano,1uHF1-8TcEk,,30,40
1xhwyUVSRQk,"A female singer sings this cool pop melody with backup singers in vocal harmony. The song is medium tempo with a groovy bass line, steady drumming rhythm, and keyboard accompaniment . The song is exciting and youthful. The audio quality with a lot of ambient crowd noises.",live performance|keyboard harmony|emotional|exciting|passionate|groovy,1xhwyUVSRQk,,170,180
1y1lEOGBcWM,"The low quality recording features a suspenseful piano melody played over mellow synth pad chords. It sounds intense, mystical, but also passionate, as something you would hear in movies.",low quality|passionate|emotional,1y1lEOGBcWM,,130,140
1yGWdegJjA4,"Instrumental electro music with a half time feel in the kick and busy drums. The bass is constantly busy, with resonant filter sweeps for dramatic effect. There are multiple overlapping high synth melodies with big sounding reverb throughout. Perfect for a large outdoor or stadium EDM festival.",instrumental,1yGWdegJjA4,,30,40
1ypKEH2kd7g,"The song is an instrumental jazz tune. The tempo is medium with steady drumming with drum brushes and other percussive hits, piano accompaniment, guitar accompaniment, groovy bass line and a muted trumpet playing a cool solo. The song is a jazz improvisation of a romantic melody.",instrumental music|medium tempo|instrumental music|emotional|romantic|passionate,1ypKEH2kd7g,,30,40
2-K-7T8ZIWA,"This music is an instrumental of the Christmas Carol “You Better Watch Out’. The tempo is medium with the lead harmony on the theremin and piano accompaniment. The music is haunting, ethereal, lilting, mesmerising and captivating. This music is a Theremin Instrument.",instrumental,2-K-7T8ZIWA,,20,30
20QZS9L5WeA,"The low quality recording features a mellow arpeggiated piano melody playing in the background, while the breathy flute melody is playing over it. It sounds passionate, emotional and soulful.",passionate|emotional,20QZS9L5WeA,,70,80
20Vh6z6Ie0E,"The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shaker, snaps and snappy rimshots. It sounds euphoric, as it brings a Christmassy vibe, and is also happy and nostalgic.",live performance|pop|happy,20Vh6z6Ie0E,,30,40
21MgIcLN8Ow,The low quality recording features a didgeridoo melody being played. The recording is noisy and in mono.,low quality|mono|noisy,21MgIcLN8Ow,,30,40
23xC7lTBikU,This is the live recording of a didgeridoo concert. The didgeridoo is being played at a wide variety of frequency ranges. There is a raw feel to this piece. The sound has tribal characteristics. The sounds from this recording could be sampled for use in beat-making.,instrumental|live performance,23xC7lTBikU,,20,30
244y56-vLWE,"A male singer sings this exciting Latin dance melody. The tempo is medium fast with a saxophone solo, percussive bass line, guitar accompaniment, latin percussion, steady drumming rhythm, and cymbal crashes. The song is exciting with the crowds going crazy. The audio quality is poor.",poor audio quality|exciting|energetic|passionate|male singer,244y56-vLWE,,30,40
24cmo2fEQo8,"The low quality recording features an echoing tom, snappy rimshots and echoing, repetitive arpeggiated harp melody playing, after which there is a punchy kick hit. It sounds groovy.",low quality|groovy,24cmo2fEQo8,,60,70
25Ccp8usBtE,"The low quality recording features a harmonizing female vocal melody singing over a groovy piano melody. It sounds happy, joyful and fun, even though the recording is very noisy - to the point that the audio is distorted.",low quality|noisy|happy|fun,25Ccp8usBtE,,30,40
25RWrqQol7Y,These are various sound effects compiled into a track. There is an electronic music/dubstep influence on the sounds. A strong bass synth can be heard playing. The sounds of glass shattering and ice breaking were used to create a dramatic effect. The atmosphere of the track is aggressive. This track could be used as an opening theme to a gaming/sports/gym Youtube channel. Samples of this track could also be used in the sound effects of an action movie or a video game. It could also fit well in an advertisement targeted at a male audience.,loud,25RWrqQol7Y,,30,40
26HLgXWF-Co,This audio contains someone playing a classical melody on an acoustic guitar using fingerstyle. This audio is full of reverb. This song may be playing at a talent show.,amateur recording|fast tempo,26HLgXWF-Co,,30,40
26jTWRMRoxY,"The song is an instrumental with separate audio tracks. The tempos are medium with female vocals, backup singers, groovy drum rhythms, keyboard harmony, guitar accompaniment and various percussive hits. The song is energetic and exciting. The song is an ad jingle for a software product. The audio quality is poor with hissing tones.",instrumental music|medium tempo|poor audio quality,26jTWRMRoxY,,30,40
28pkN4m1x6I,This is an electro swing/funk music piece. It is an instrumental piece. There is a brass section making up the most of the melody with the saxophone as the lead. The bass line is being played by the tuba. There is also a piano adding texture to the melody. The rhythmic background is provided by an electronic drum beat. The atmosphere is upbeat and eccentric. This piece could be playing at a nightclub or a dance club. It could also work well in the soundtrack of a comedy animation movie.,instrumental|piano|electronic drums|energetic|upbeat,28pkN4m1x6I,,80,90
28wBrNjHXOM,This is a meditation music piece. There is a didgeridoo playing a vague melody at the forefront while repetitive shamanic drum hits can be heard in the background. The atmosphere is profound and calming. This piece can be used in the background of meditation videos. It can be used during sessions at yoga centers.,instrumental,28wBrNjHXOM,,390,400
298Q_pSLflU,This song contains a lot of different synthesizer sounds. One is playing a lead melody in a higher register while two others are playing a rhythmic repeating melody in the mid and low register. This song may be playing in a club.,fast tempo,298Q_pSLflU,,70,80
2ATMQxWVpXk,"A male singer screams and laughs loudly. The song is medium tempo with steady rock drumming, groovy bass line and electric guitar rhythm. The song is energetic and haunting. The song is a modern punk rock song.",youthful|keyboard harmony|medium tempo|passionate|exciting,2ATMQxWVpXk,,0,10
2BBAUwC1BI4,"The low quality recording features an arpeggiated electric guitar melody performance. The recording is noisy and in mono, as it was probably recorded with a phone. It sounds mystical and intense.",low quality|noisy|mono,2BBAUwC1BI4,,70,80
2CzfBZ1mYBs,This song is full of rhythmic elements and an e-bass that supports the mood for dancing. A rhodes/organ is playing a simple melody along with a trumped playing its own melody. The recording is full of synth pad sound and crash hits. This song may be playing on a portable speaker while riding a bike with friends during summer.,e-bass|uptempo,2CzfBZ1mYBs,,170,180
2FQKfGCwjSE,"The song has different music tracks played in succession. The song has guitar accompaniment and a groovy bass followed by female singer singing vocal chants with male backup singer in vocal harmony, on a groovy drum rhythm and keyboard harmony with white noise added. The song is probably an ad jingle.",medium tempo|exciting|passionate,2FQKfGCwjSE,,30,40
2G4lyzAZ1vk,"A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. This is an amateur recording.",e-guitar|amateur recording,2G4lyzAZ1vk,,30,40
2G5bSYHcJSM,"The low quality recording features a weird repetitive, funny male vocal singing over a weird instrumental that consists of punchy kick and rimshots, tinny percussion, some synth lead melody and filter modulated bass. It sounds funny and it is in mono - almost like a prank song.",low quality|mono|punchy kick,2G5bSYHcJSM,,30,40
2GWkKVHxGRM,"This music is a live instrumental.The music is medium tempo with a dominant piano accompaniment, keyboard harmony, bright drumming, funky bass line, congas rhythm and tambourine beats. The music is a live performance as there are ambient background sounds of people talking and laughing.",instrumental|medium tempo|electric guitar|live performance|live performance|keyboard harmony,2GWkKVHxGRM,,30,40
2GepmcbNlJY,The recording is of poor quality. A male voice is singing soulfully along to a backing instrumental sounding like coming out of some speakers. There is a piano playing and you can hear electric drums. This song may be playing at home practicing singing.,piano|amateur recording,2GepmcbNlJY,,0,10
2Gja9wBkz6U,"The low quality recording features a theremin solo melody. It sounds spacey and weird, as the recording is noisy.",low quality,2Gja9wBkz6U,,460,470
2I6pPRWKsCQ,"The low quality recording features a live performance of a R&B song that consists of muffled male vocal singing over groovy bass guitar, mellow synth keys melody and energetic drums. There are some crowd noises in the background. The recording is noisy, as it was probably recorded with a phone, but it sounds energetic, passionate and emotional.",low quality|noisy|live performance|groovy bass|energetic|passionate|emotional,2I6pPRWKsCQ,,380,390
2Ic1zm9mBjk,"The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. The audio quality is very ordinary.",groovy|live performance|medium tempo|passionate|emotional|romantic|poor audio quality,2Ic1zm9mBjk,,30,40
2IpapScfsT4,This instrumental song features a run played on a piano followed by an ascending progression on the French horn. The horn plays descending notes and the piano repeats the same melody using arpeggiated chords. This is followed by two ascending notes on the horn. There are no other instruments in this song. This song has a relaxing feel. This song can be played in a bar.,piano|instrumental|no voices|slow tempo,2IpapScfsT4,,80,90
2JNY2SaMk7s,"This reggae song features a male voice making an announcement in the beginning. A female voice sings a one-line melody. This is accompanied by the main male voice singing vocables in the background. Until this part, only a keyboard and guitar are playing a reggae rhythm. This is followed by the main male voice singing the main melody in a reggae style. This is accompanied by a kick driven percussion playing a simple beat. There are voices singing vocables in the background. The mood of this song is happy. This song can be played in a movie with a holiday theme.",moderate tempo,2JNY2SaMk7s,,30,40
2JnlmS1zzls,"A male chorus sings this passionate song in a foreign language which sounds like Greek. The song is medium tempo with hand percussion like drums, small hand drum, tambourine and a beat with sticks. The vocals are emphatic and sung in lively parts. The song is passionate, emotional, sentimental, and sounds like an anthem or a love song for the Country or a Leader.",medium tempo|passionate|emotional|bass,2JnlmS1zzls,,30,40
2KkNk9Ao7G4,"The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird and like something you would hear as background music in games.",low quality|punchy kick|punchy snare|shimmering hi hats|groovy,2KkNk9Ao7G4,,150,160
2KwSyaLT_mw,Someone is playing a clean e-guitar with a chorus and tremolo effect. This is an amateur recording.,e-guitar|amateur recording,2KwSyaLT_mw,,40,50
2M-CFCo-rkY,"This is an emotional Japanese pop ballad. The singer has a light, airy and gentle voice that she uses to sing over the deep and full piano arpeggios. The song has a calming and emotional effect.",emotional,2M-CFCo-rkY,,30,40
2MpzHv5KNZU,This is an instrumental classical music performance. There is a gentle tune being played with the piano sound. Ambient sounds such as birds singing can be heard in the recording. The atmosphere is soothing and relaxing. This is a perfect piece for a sleep music playlist. It could also work well as an advertisement jingle. It could be playing in the background at a nursery.,instrumental|piano|live performance,2MpzHv5KNZU,,30,40
2OI4QeokeRQ,This is a country music piece. There is a female vocalist singing melodically as the lead at a medium-to-high range. A mandolin is playing the main theme while being backed by a bass guitar. The rhythmic background consists of a simple 4/4 acoustic drum beat.,acoustic drums|bass guitar|emotional|medium tempo,2OI4QeokeRQ,,60,70
2Q20hVyYjBM,"A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song.",male singer|slow tempo|pop,2Q20hVyYjBM,,30,40
2RU4CSDzS-g,"This slow pop song features a male voice singing the main melody. This is accompanied by an acoustic guitar plucking chords. Another acoustic guitar plays in harmony with the first guitar. The mood of this song is romantic. The voice is calming and the song is relaxing. The bass notes are accented and toward the end, the bass notes slide to the next note. This song can be played in a romantic movie.",male voice|slow tempo,2RU4CSDzS-g,,30,40
2SI_uNBcSyw,This is the nightcore version of a rock music piece. There is a distorted electric guitar sound playing the main melody and a bass guitar in the background. The rhythm consists of a slightly fast-paced and hard-hitting rock acoustic drum beat. The atmosphere is rebellious. This piece could be used in the soundtrack of an anime.,acoustic drums|bass guitar,2SI_uNBcSyw,,0,10
2SQxfaWAJJg,This audio contains fast paced digital drums changing the beat from halftime into a four on the floor with a kick on every beat along with a synth bassline. Other synth sounds are playing a lead sound and an arpeggiolike melody along with a distorted e-guitar. A female voice is singing in a high pitch accompanied by another female backing voice creating a harmony. This song may be playing as an entry for a fast paced action series.,e-guitar|fast tempo,2SQxfaWAJJg,,30,40
2SenLjPbGzU,"The low quality recording features a pop song that consists of a passionate male vocal, alongside background male vocals, singing over punchy 808 bass, claps, shimmering hi hats, wide tinny percussion, repetitive synth lead melody and groovy synth keys melody. It sounds groovy, addictive and exciting - like something you would hear in a club.",low quality|pop|groovy|exciting|shimmering hi hats,2SenLjPbGzU,,30,40
2ShO1jZYZeA,"This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. One layer is playing a high pitched repetitive melody. Another layer is playing the lower octaves of the same melody but the sound is different. Another synth is playing the bass parts using the same melody. This is an instrumental song with a techno feel. This song can be used in an advertisement for a luxury item.",fast tempo|no voices|instrumental,2ShO1jZYZeA,,30,40
2T1P9ovsl4A,"The low quality recording features an emotional electric guitar melody, shimmering hi hats, soft kick hits and punchy snare in the left channel and arpeggiated electric guitar melody and simple bass guitar in the right channel of the stereo image. Due to this unconventional panning, the stereo image sounds a bit unbalanced. It is still emotional and passionate.",low quality|shimmering hi hats|emotional|passionate,2T1P9ovsl4A,,30,40
2U8Dvh7nwFI,This is a pop music piece. The words are being sung by two vocals: one male and one female which lead to a duet for the chorus. There is a banjo and an electric guitar playing the melody while a simple electronic drum beat provides the rhythmic background for the song. It is a slightly melodic and emotional song. This piece could be used in the soundtrack of a romantic drama during a flashback scene.,male vocal|electric guitar|electronic drums|emotional,2U8Dvh7nwFI,,30,40
2UY_-oF1vqo,This song contains a digital drum playing a simple pattern with a kick and a snare sound. Synthesizers are playing a repeating melody in the higher register. Another synth sound is playing a more aggressive lead sound with a countermelody. A string sample is being used to create a short hit. This song may be playing during a car ride.,amateur recording,2UY_-oF1vqo,,30,40
2Ui85-AOLyo,This is a live recording of a DJ doing deck scratching on a hip hop song.,electric guitar,2Ui85-AOLyo,,30,40
2UnlMwW8nyI,This children's song features an accordion playing chords. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. An instrument like the xylophone plays the main melody on the low frequencies. There are no voices in this song. This song is an instrumental. The mood of this song is happy. This song can be played in a children's animation series.,percussion|bass|slow tempo|instrumental,2UnlMwW8nyI,,30,40
2VFVe0RCn7g,Someone is playing a distorted e-guitar. Finger-tapping a classical music piece. This is an amateur recording and not of the best sound-quality. This song may be playing at home showing off your skills to a friend.,e-guitar|amateur recording,2VFVe0RCn7g,,10,20
2WxUIkF2zEw,In the forefront you can hear water running while a jazz piece is playing in the background. This is an amateur recording.,amateur recording,2WxUIkF2zEw,,10,20
2YAyM0aHFRU,"This song has a traditional African Arabic feel to it. There is an accordion, an upbeat vibe, and an ethnic vocal performance by the male vocalist. It is a live recording and the audio quality is not professional.",upbeat|fun,2YAyM0aHFRU,,150,160
2YQPwRLB1s0,"The low quality recording features a jungle track that consists of bouncy snare, soft kick, shimmering shakers, energetic ride cymbal, claps and groovy bass. There are some zipping sound effects, alongside energetic female vocal phrases. It sounds energetic, but yet smooth. Sounds like a soundtrack for a commercial.",low quality|groovy bass|energetic,2YQPwRLB1s0,,30,40
2ZB7DUGOdZw,The song is an instrumental. The song is fast tempo with distorted guitars playing in rhythm. The song is energetic and an amateurish performance. The song is of very poor quality with audio noise and hissing sound.,poor audio quality|instrumental music,2ZB7DUGOdZw,,30,40
2ZYzviKuq9w,"This is a hip-hop music piece. There is a female vocalist singing in a rap-like manner. There is a strong bass in the background. For the rhythm, there is a simple electronic drum beat with heavy use of claps. The keyboard is playing occasional tunes. The atmosphere is groovy. This piece could be playing in the background at a nightclub or at a dance club.",electronic drums|groovy,2ZYzviKuq9w,,30,40
2ZfthfWQowE,"The song is an instrumental. The song is medium fast tempo with African folk drumming rhythm, string section, violins playing, horns and woodwinds playing in harmony. The song is adventurous and exciting. The song is an advertisement jingle for a DSLR camera complete with camera click tones. The audio is of poor quality.",instrumental music|energetic|poor audio quality|exciting,2ZfthfWQowE,,30,40
2ZgEbNi--8Q,"A male singer sings this aggressive vocal. The song is medium tempo with a slick drumming rhythm, groovy bass line, sonic tones, keyboard harmony and various percussive hits. The song is a modern electronic dance music with trance influences. The song has bad quality audio issues.",medium tempo|keyboard harmony|energetic|youthful|male singer,2ZgEbNi--8Q,,30,40
2ZogsGp-T4o,"This song is a mandolin instrumental. The tempo is medium with a lively melody on the mandolin. The music is minimalist without any other instruments. The music is high pitched, melodious and charming. This audio ends abruptly indicating that this could be a mandolin tutorial.",instrumental|medium tempo,2ZogsGp-T4o,,30,40
2ZrqWkdwVzo,The low quality recording features a harpsichord melody being played. The recording is extremely noisy and it sounds passionate and emotional.,low quality|noisy|passionate|emotional,2ZrqWkdwVzo,,30,40
2_Vk3tmqz-0,The clip sounds like a live performance of Hawaiian Luau music. The song has a generally positive and uplifting effect - it can put you into a good mood. There are several layers of guitars. There's also a main string instrument that plays arpeggiated notes.,happy|live performance,2_Vk3tmqz-0,,30,40
2_kLD3IbF2c,"This song contains background noises such as a goat sound, wind blowing and very low horns blowing one note. Then the music comes in with a string section playing a short stroke melody. This song may be playing in a war/adventure video-game.",uptempo,2_kLD3IbF2c,,10,20
2_mFg42LlUI,"The low quality recording features a huge church organ chord progression, followed by shimmering cymbals, played in a huge reverberant space - most likely a church. It sounds epic and powerful.",low quality,2_mFg42LlUI,,70,80
2aPVOidHLXI,"The low quality recording features a wide, soft whispering male vocals singing over a wide electric guitar melody, shimmering cymbals and drum roll. In the second part of the loop there is an energetic male vocal singing over more energetic electric guitar chords, distorted bass, punchy kick and snare hits and shimmering cymbals. It sounds energetic, aggressive, but also messy and kind of chaotic, since the mix is dirty.",punchy kick|punchy snare|low quality|energetic,2aPVOidHLXI,,190,200
2bCuw7U_Rac,This low quality recording features a male voice singing the main melody in a foreign language. This is accompanied by percussion playing a simple beat with a Latin feel. The bass is played on a double bass. The double bass plays a groovy bassline. Flute fills are played in the background. An accordion plays melodies in harmony with the voice. This song has romantic overtones. This song can be played at the end credits of a mafia romance movie.,male voice,2bCuw7U_Rac,,390,400
2bcnAoZbptI,"This is a live performance of a pop music piece. There is a male vocalist singing melodically in the lead. There is a catchy tune that is being performed on a keyboard with a piano sound.The atmosphere is sentimental. This piece could be used in the soundtrack of a romantic comedy movie, especially during the scenes where the characters are starting to fall in love with each other.",live performance|male vocal,2bcnAoZbptI,,0,10
2ctgUIqyaBk,This pop song features a male voice singing the main melody in a foreign language. The melody is repetitive. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. A guitar plays arpeggiated chords using a chorus effect. The mood of this song is romantic. This song can be played in a romantic movie.,male voice|percussion|slow tempo,2ctgUIqyaBk,,20,30
2cxs73i3l1M,"The low quality recording features a passionate female vocal, alongside harmonizing background vocals, singing over wide wooden percussion, groovy bass and shimmering shakers. It sounds joyful, emotional and passionate. The recording is noisy.",low quality|noisy|groovy bass|emotional|passionate,2cxs73i3l1M,,120,130
2cxvYC9QZac,"A male singer sings this passionate melody. The song is medium tempo with Latin percussion, guiro percussions, guitar rhythm, piano accompaniment and guitar rhythm. The song is romantic and spirited. The song is a Latin dance song with poor audio quality.",poor audio quality|emotional|romantic|passionate|spirited|medium tempo,2cxvYC9QZac,,30,40
2dyEnOo3yJ8,"The low quality recording features a traditional song that consists of passionate female vocal singing over wooden percussive elements, strings and flute melody. It sounds passionate, emotional and soulful and the recording is noisy and in mono.",low quality|mono|noisy|passionate|emotional,2dyEnOo3yJ8,,330,340
2dyxjGTXSpA,"A male vocalist sings this intense melody in a foreign language.The tempo is slow with a keyboard and organ accompaniment that is burgeoning as the song progresses. The vocals are eloquent, emphatic, persuasive and lilting and the vibe of the song is mellow, persuasive, passionate, emotional and appealing.",male singer|slow tempo|passionate|keyboard harmony|mellow|emotional,2dyxjGTXSpA,,30,40
2f1UXGix_Cw,"The low quality recording features a techno song that consists of a compilation of sounds. The first version is thin and crushed, as it was played on a speaker and recorded with a poor microphone. The second version is the actual song being played, which consists of a ""4 on the floor"" kick patter, wide percussive elements and shimmering open hats. The final, third version is crushed, distorted and heavy as it consists of very loud kick punches.",low quality,2f1UXGix_Cw,,30,40
2f7NnTVQzR0,"The low quality recording features a cover of a pop song. It is sung by passionate female vocalists over pop instrumental playing in the background. It is noisy and it sounds roomy as it is probably recorded with a phone or a camera microphone, but it is also emotional, passionate and addictive.",low quality|noisy|emotional|passionate,2f7NnTVQzR0,,150,160
2gc1L3g1itU,"This audio contains someone playing blues on an e-piano. This audio is in poor audio quality, you can hear white noise from the recording. This song may be playing piano at home.",amateur recording|uptempo,2gc1L3g1itU,,20,30
2gvyOxKuQPY,"The song is an instrumental. The tempo is medium, featuring a drum solo with no other instrumentation, featuring a lot of stops, cymbals crashes and drum rolls. The song serves as a dance track for a group of dancers. The audio quality is deteriorated and generally poor.",instrumental music|youthful|youthful|medium tempo|groovy,2gvyOxKuQPY,,110,120
2hgvuYGc95o,The low quality recording features a beatboxing over harmonica solo melody. It sounds groovy and the recording is groovy and in mono.,low quality|groovy|noisy|mono,2hgvuYGc95o,,80,90
2i4UNf8tjvU,This folk song features a male voice singing the main melody in a southern accent. The voice falls in the bass category. This is accompanied by an acoustic guitar strumming chords. The recording is of low quality and there is a lot of white noise drowning the other sounds. A basic percussion instrument is played. The voice is emotional. This song can be played in a retro style movie where a family goes to meet their grandparents out in the countryside.,male voice|acoustic guitar|moderate tempo,2i4UNf8tjvU,,30,40
2iFgXSXdqLo,"This clip features some heavy and overdriven solo electric guitar playing. The phrases are energetic, gritty and full of rock flavour. You'd hear this kind of playing at a rock concert.",rock,2iFgXSXdqLo,,30,40
2juYRZnhF3g,Two voices can be heard singing a Christmas song accompanied by a piano or guitar playing along chords. The sounds seem to come out of a box rather than being sung live. The recording is of very poor audio quality. This song may be playing at Christmas time.,poor audio quality,2juYRZnhF3g,,30,40
2kORDnISun4,A choral harmony consisting of four parts sings this ethereal harmony. The song is medium tempo with a church organ and orchestra accompaniment. The song is heavenly and innocent. The audio quality is poor.,medium tempo|poor audio quality,2kORDnISun4,,30,40
2kY_ZG78V-g,"This is low quality audio and all instruments are not heard clearly. The main melody is played on a marimba. This is accompanied by a timpani. Another drum set is used to play percussion with the focus on the snare and hi-hat. After the marimbas pause, one marimba plays a soft melody. This song does not feature any vocals. This song can be played in a fantasy sequence in a movie.",percussion|no voices|moderate tempo,2kY_ZG78V-g,,270,280
2kcSUBkFbaQ,"The Low Quality Hip Hop song features a dry, flat male vocal rapping over punchy kick layered with shimmering open hats, punchy kick, simple hi hats, claps, syncopated snare hits, wide arpeggiated synth melody and stuttering synth chords. It sounds energetic and kind of unnatural, since the vocal is so detached from the instrumental due to the bad mixing of the song.",low quality|punchy kick|energetic,2kcSUBkFbaQ,,30,40
2lBZ6yPW9WU,"The low quality, noisy recording features a wooden rubbing sound effect, followed by a short exhale blow. The recording has wide natural sounds, including birds chirping, as it was recorded outdoors.",low quality|noisy,2lBZ6yPW9WU,,360,370
2nsZhXxes68,"An acoustic drum is playing a groove with crash hits and a double-bass drum along with the e-bass and an e-guitar playing bass notes along with the complex kickdrum. A oriental sounding string and brass-section is playing a melody. The male voice sounds very aggressive, screaming with full force. This song may be playing at a live concert.",acoustic drums|e-guitar|e-bass,2nsZhXxes68,,60,70
2o1p83UjJFA,"This is the live performance of an orchestral rock piece. There is a male vocalist singing melodically in the lead. The piano is gently playing the main tune of the song. The tempo of the piece is slow. There is a profound, melancholic atmosphere. This piece could be used in the soundtrack of a drama movie/TV series. It could also be playing in the background at a rock/metal bar.",live performance|male vocal|piano|slow tempo,2o1p83UjJFA,,30,40
2pTnwe3DzCs,This is the recording of a keyboard lesson. There is a male instructor that plays the notes on the keyboard first and then describes the placement of the fingers and the notes that are being played. The audio quality of the lesson is not that great.,amateur recording|male voice,2pTnwe3DzCs,,150,160
2qO-OQtOBK0,This is a percussion music piece. There is a medium pitched conga sound providing the rhythm. Clicking sounds related to a video game can be heard. Parts of this piece are suitable for a video game.soundtrack.,percussion,2qO-OQtOBK0,,30,40
2sIfE3KOi5s,"This music is instrumental. The tempo is fast with trumpet harmony, keyboard accompaniment, infectious drumming, syncopated, funky bass lines, lively piano and electric and acoustic guitar riffs. The music is upbeat, groovy, complex harmony, ambient, soulful and funky. This song is Funk Soul;",instrumental|fast tempo|rock|keyboard harmony|acoustic guitar|electric guitar,2sIfE3KOi5s,,30,40
2uagA3ujRtM,This clip features purring sounds as the main sound. This is accompanied by violins playing a lullaby melody in the background. The sounds of crickets chirping are also played in the background. This clip does not contain any voices or any other musical instruments.,no voices,2uagA3ujRtM,,0,10
